web-scraper-order,web-scraper-start-url,athlete,athlete-href,opponent1,winLoss,method,competition,weight,stage,year,name,opponent2
"1592275774-5730","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","Jonathan Thomas","L","Triangle","European","70KG","R1","2015","Tiago Bravo","Jonathan Thomas"
"1592275802-5808","https://www.bjjheroes.com/a-z-bjj-fighters-list","Muslim","https://www.bjjheroes.com/?p=7111","Jared Dopp","L","Pts: 0x0, Adv","NoGi Worlds","97KG","SF","2016","Muslim Patsarigov","Jared Dopp"
"1592275711-5627","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jan","https://www.bjjheroes.com/?p=7256","Anderson Prazeres","W","Pts: 4x2","Floripa Fall Open","76KG","R1","2017","Jan Buatim","null"
"1592275774-5720","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","Gabriel Marinho","W","Pts: 3x0","Brasileiro NoGi","73KG","4F","2011","Tiago Bravo","null"
"1592275724-5717","https://www.bjjheroes.com/a-z-bjj-fighters-list","Breno","https://www.bjjheroes.com/?p=7143","Thiago Lemos","W","Points","Fresno Open","82KG","F","2020","Breno Bittencourt","null"
"1592276126-6599","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Kyle Boehm","W","Triangle","WNO","ABS","SPF","2020","Gordon Ryan","Kyle Boehm"
"1592275774-5786","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","A. Jabłonowski","W","Armbar","Grand Slam LDN","69KG","RPC","2019","Tiago Bravo","Armbar"
"1592276126-6548","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Dillon Danis","W","Referee Decision","ADCC","88KG","E1","2017","Gordon Ryan","Dillon Danis"
"1592276126-6490","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","L","L","0","0","1
1","ADCC","RR","Gordon Ryan","Felipe Pena"
"1592275657-5537","https://www.bjjheroes.com/a-z-bjj-fighters-list","Mauricio","https://www.bjjheroes.com/?p=7329","","","","","","","","Mauricio Russo",""
"1592275874-5840","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","L","L","","","","","","Jamil Hill-Taylor",""
"1592276084-6281","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jhonny","https://www.bjjheroes.com/?p=6596","Vitor Oliveira","L","Arm in Ezekiel","World Champ.","76KG","R3","2018","Jhonny Loureiro","Vitor Oliveira"
"1592275624-5445","https://www.bjjheroes.com/a-z-bjj-fighters-list","Paul","https://www.bjjheroes.com/?p=7502","E. Cruz","W","Inside heel hook","ADCC WC Trials","99KG","4F","2019","Paul Ardila-Ibarra","Inside heel hook"
"1592276265-7086","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kevin","https://www.bjjheroes.com/?p=6368","Eduardo Mulki","W","Armbar","F2W Pro 89","N/A","SPF","2018","Kevin Mahecha","Armbar"
"1592276107-6461","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Marcio Andre","L","Toe hold","NoGi Worlds","73KG","4F","2018","Francisco Iturralde","Marcio Andre"
"1592276107-6398","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Greg McIntyre","W","Armbar","Metamoris 6","ABS","SPF","2015","Francisco Iturralde","Armbar"
"1592276203-6722","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Gregory Walker","W","Triangle","Chicago Sp. NoGi","79KG","F","2017","Yan “Pica-Pau” Lucas","Triangle"
"1592275724-5675","https://www.bjjheroes.com/a-z-bjj-fighters-list","Breno","https://www.bjjheroes.com/?p=7143","Scott Thometz","W","Pts: 6x","American Nats","76KG","R1","2017","Breno Bittencourt","null"
"1592276293-7198","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","J. Carlos","W","Crucifix choke","Rio Winter Open","88KG","R1","2016","Ruan de Oliveira","null"
"1592276293-7171","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","Unknown","W","Choke from back","Conde Koma Cup","94KG","SF","2016","Ruan de Oliveira","Choke from back"
"1592276126-6588","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Vinicius Trator","W","Choke","ADCC","99KG","F","2019","Gordon Ryan","Vinicius Trator"
"1592276126-6516","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Pat Sabatini","W","Inside heel hook","Goodfight Pro","77KG","SF","2016","Gordon Ryan","Inside heel hook"
"1592276139-6613","https://www.bjjheroes.com/a-z-bjj-fighters-list","Marcel","https://www.bjjheroes.com/?p=6503","Rafael Barbosa","L","Pts: 6x0","AZ Open","ABS","F","2010","Marcel Fortuna","Rafael Barbosa"
"1592275700-5583","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Felipe Cesar","L","Pts: 8x6","NoGi Worlds","ABS","R1","2016","Enrico Cocco","Felipe Cesar"
"1592275965-6097","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","Devhonte Johnson","W","Pts: 2x0","NYC Fall Open","ABS","SF","2019","Max Gimenis","Devhonte Johnson"
"1592276265-7092","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kevin","https://www.bjjheroes.com/?p=6368","Rodrigo Freitas","W","Pts: 0x0, Adv","Pan American","76KG","8F","2019","Kevin Mahecha","Rodrigo Freitas"
"1592276084-6274","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jhonny","https://www.bjjheroes.com/?p=6596","Celso Vinicius","W","Pts: 0x0, Adv","World Champ.","76KG","4F","2017","Jhonny Loureiro","Celso Vinicius"
"1592276225-6854","https://www.bjjheroes.com/a-z-bjj-fighters-list","Alec","https://www.bjjheroes.com/?p=6351","Ralf Carneborn","W","Submission","Nordic Spring","ABS","SF","2018","Alec Baulding","null"
"1592276097-6349","https://www.bjjheroes.com/a-z-bjj-fighters-list","Dany","https://www.bjjheroes.com/?p=6592","Leo Davila","W","Pts: 5x4","US National Pro","110KG","F","2018","Dany Gerard","null"
"1592276281-7145","https://www.bjjheroes.com/a-z-bjj-fighters-list","Brian","https://www.bjjheroes.com/?p=6366","Francisco Jackson","W","N/A","Miami Spring Open","76KG","SF","2018","Brian Mahecha","null"
"1592275947-5962","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Erberth Santos","L","Choke from back","Grand Slam RJ","110KG","F","2018","Fernando Reis","Erberth Santos"
"1592276097-6316","https://www.bjjheroes.com/a-z-bjj-fighters-list","Dany","https://www.bjjheroes.com/?p=6592","Gabriel Lucas","W","Referee Decision","World Pro","O94KG","R1","2016","Dany Gerard","Gabriel Lucas"
"1592275802-5833","https://www.bjjheroes.com/a-z-bjj-fighters-list","Muslim","https://www.bjjheroes.com/?p=7111","Devhonte Johnson","L","Referee Decision","European NoGi","ABS","SF","2019","Muslim Patsarigov","Devhonte Johnson"
"1592276245-6882","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jonathan","https://www.bjjheroes.com/?p=6354","Javier Yamuni","L","Armbar","Boston Spring Open","82KG","4F","2015","Jonathan Satava","Armbar"
"1592275947-5913","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Vitor Toledo","W","Referee Decision","Rio Winter Open","94KG","F","2016","Fernando Reis","Vitor Toledo"
"1592276107-6377","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Celso Vinicius","L","Pts: 5x2","World Champ.","76KG","R1","2014","Francisco Iturralde","Celso Vinicius"
"1592275802-5806","https://www.bjjheroes.com/a-z-bjj-fighters-list","Muslim","https://www.bjjheroes.com/?p=7111","Joachim Sveinson","W","Straight ankle lock","NoGi Finnish Open","ABS","SF","2016","Muslim Patsarigov","Straight ankle lock"
"1592276126-6546","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Aaron Johnson","W","Reverse triangle","Grappling Ind.","ABS","SF","2017","Gordon Ryan","Aaron Johnson"
"1592276293-7169","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","Nalmir Guimaraes","W","Pts: 0x0, Adv","Grand Slam RJ","94KG","3RD","2015","Ruan de Oliveira","null"
"1592276097-6347","https://www.bjjheroes.com/a-z-bjj-fighters-list","Dany","https://www.bjjheroes.com/?p=6592","Joao Rocha","L","Pts: 0x0, Adv","NoGi Worlds","O97KG","4F","2017","Dany Gerard","Joao Rocha"
"1592275874-5846","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","W","W","0","1
1



1","1
1","World","RR","Jamil Hill-Taylor","Leo Saggioro"
"1592275874-5895","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","Thiago Macedo","W","Pts: 0x0, Adv","Pan American","70KG","4F","2019","Jamil Hill-Taylor","Thiago Macedo"
"1592276144-6637","https://www.bjjheroes.com/a-z-bjj-fighters-list","Richard","https://www.bjjheroes.com/?p=6531","Jake Swimney","W","Omoplata/RNC","EBI","77KG","SF","2014","Richie Martinez","null"
"1592275774-5740","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","Isaque Paiva","W","Pts: 4x0","World Pro","69KG","4F","2016","Tiago Bravo","Isaque Paiva"
"1592275605-5402","https://www.bjjheroes.com/a-z-bjj-fighters-list","Vinicius","https://www.bjjheroes.com/?p=7636","Pedro Palhares","W","N/A","Nashville Fall Open","ABS","F","2018","Vinicius Garcia","null"
"1592275605-5377","https://www.bjjheroes.com/a-z-bjj-fighters-list","Vinicius","https://www.bjjheroes.com/?p=7636","Matheus Souza","W","Botinha","Brasilia Open","88KG","SF","2016","Vinicius Garcia","Botinha"
"1592275965-6052","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","Bruno Valdivino","W","Points","Atlanta Sp. Open","O100KG","F","2018","Max Gimenis","null"
"1592275874-5889","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","J. Alves","L","Pts: 0x0, Adv","Spider Inv. 4F","76KG","SPF","2018","Jamil Hill-Taylor","null"
"1592275984-6199","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","R. Torralbas","W","Pts: 11x0","World Champ.","94KG","R1","2016","Cassio Francis","null"
"1592275624-5439","https://www.bjjheroes.com/a-z-bjj-fighters-list","Paul","https://www.bjjheroes.com/?p=7502","Roberto Alencar","W","Pts: 3x0","ADCC WC Trials","99KG","SF","2017","Paul Ardila-Ibarra","Roberto Alencar"
"1592276281-7159","https://www.bjjheroes.com/a-z-bjj-fighters-list","Brian","https://www.bjjheroes.com/?p=6366","Lucas Valente","L","Armbar","Miami Fall Open","76KG","F","2019","Brian Mahecha","Lucas Valente"
"1592276203-6713","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Carlos Farias","L","Points","Long Beach Open","ABS","SF","2016","Yan “Pica-Pau” Lucas","Carlos Farias"
"1592275973-6144","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jose Carlos","https://www.bjjheroes.com/?p=6801","Samir Chantre","L","Footlock","F2W Pro 123","65KG","SPF","2019","José Carlos Lima","Samir Chantre"
"1592276293-7221","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","N/A","W","N/A","Brasileiro","82KG","8F","2018","Ruan de Oliveira","null"
"1592276139-6623","https://www.bjjheroes.com/a-z-bjj-fighters-list","Marcel","https://www.bjjheroes.com/?p=6503","Gustavo Dias","W","Points","SF Open","ABS","4F","2012","Marcel Fortuna","Gustavo Dias"
"1592275700-5607","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Dany Chavez","W","Triangle armbar","MMA Live","N/A","SPF","2019","Enrico Cocco","null"
"1592276097-6323","https://www.bjjheroes.com/a-z-bjj-fighters-list","Dany","https://www.bjjheroes.com/?p=6592","Thomas Mcmahon","W","Pts: 16x0","SJJIF NG World","ABS","SF","2016","Dany Gerard","null"
"1592276245-6924","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jonathan","https://www.bjjheroes.com/?p=6354","Tio Chico","W","Referee Decision","UAEJJF NY Pro","85KG","F","2017","Jonathan Satava","null"
"1592275973-6119","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jose Carlos","https://www.bjjheroes.com/?p=6801","Gabriel Alexander","W","Choke from back","European Open","57KG","R1","2018","José Carlos Lima","Choke from back"
"1592276126-6580","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Yuri Simoes","W","Pts: 0x0, Adv","NoGi Worlds","ABS","F","2018","Gordon Ryan","Yuri Simoes"
"1592275700-5571","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Thiago Abreu","L","Pts: 2x0","NoGi Worlds","79KG","SF","2014","Enrico Cocco","Thiago Abreu"
"1592276126-6486","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","W","W","1



1","2
11



11","0","EBI","4F","Gordon Ryan","Chris Mckarski"
"1592275700-5606","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Kevin Crane","L","Points","High Rollerz","ABS","F","2019","Enrico Cocco","null"
"1592276144-6678","https://www.bjjheroes.com/a-z-bjj-fighters-list","Richard","https://www.bjjheroes.com/?p=6531","Gleison Tibau","W","DQ","KASAI SS Florida","88KG","SPF","2019","Richie Martinez","null"
"1592275700-5586","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Gianni Grippo","D","---","Kasai Pro","70KG","RR","2017","Enrico Cocco","Gianni Grippo"
"1592275984-6193","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","Herico Hesley","W","Kneebar","Pan American","94KG","4F","2016","Cassio Francis","null"
"1592276107-6438","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Ben Buttars","W","Armbar","Seattle Open","76KG","F","2017","Francisco Iturralde","Armbar"
"1592276084-6283","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jhonny","https://www.bjjheroes.com/?p=6596","Caio Caetano","L","Kneebar","Floripa W. Open","82KG","4F","2018","Jhonny Loureiro","Caio Caetano"
"1592276107-6381","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","JT Torres","L","Points","American Nat.","82KG","F","2014","Francisco Iturralde","JT Torres"
"1592276084-6280","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jhonny","https://www.bjjheroes.com/?p=6596","Victor Matos","W","Points","World Champ.","76KG","R2","2018","Jhonny Loureiro","null"
"1592275724-5667","https://www.bjjheroes.com/a-z-bjj-fighters-list","Breno","https://www.bjjheroes.com/?p=7143","Sérgio Benini","W","Points","Brasileiro Equipes","76KG","F","2016","Breno Bittencourt","null"
"1592276126-6554","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Mahamed Aly","W","Heel hook","ADCC","ABS","SF","2017","Gordon Ryan","Mahamed Aly"
"1592276203-6802","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Dimitrius Souza","W","Referee Decision","South American","ABS","SF","2019","Yan “Pica-Pau” Lucas","Dimitrius Souza"
"1592276126-6506","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","W","W","2


1
1","1
1



1","0","ADCC","4F","Gordon Ryan","Tim Spriggs"
"1592276293-7206","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","Carlos Eduardo","W","Bow and arrow","Indoor Black Belt","88KG","SF","2016","Ruan de Oliveira","Bow and arrow"
"1592276293-7200","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","Patrick Gaudio","L","Points","Rio Winter Open","88KG","SF","2016","Ruan de Oliveira","Patrick Gaudio"
"1592276126-6495","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","W","W","2
1
1","2
11



11","0","World NG","RR","Gordon Ryan","Yuri Simoes"
"1592276126-6590","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Garry Tonon","W","Choke","ADCC","ABS","4F","2019","Gordon Ryan","Garry Tonon"
"1592275649-5515","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ilke","https://www.bjjheroes.com/?p=7376","Talison Soares","L","Pts: 2x0","Grand Slam LDN","77KG","F","2017","Ilke Bulut","null"
"1592276126-6597","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Aaron Johnson","W","Katagatame","Sub Stars","N/A","SPF","2020","Gordon Ryan","Aaron Johnson"
"1592275649-5509","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ilke","https://www.bjjheroes.com/?p=7376","Michael Liera","L","Wristlock","World Champ.","76KG","R1","2016","Ilke Bulut","Michael Liera"
"1592275874-5897","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","Matheus Gabriel","L","Pts: 4x4, Pen","Pan American","70KG","F","2019","Jamil Hill-Taylor","Matheus Gabriel"
"1592276107-6419","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Manny Gonzales","W","Kneebar","US Open","82KG","RR","2016","Francisco Iturralde","null"
"1592276311-7285","https://www.bjjheroes.com/a-z-bjj-fighters-list","Evandro","https://www.bjjheroes.com/?p=6324","Thomas Mcmahon","L","Armbar","SJJIF Worlds","94KG","F","2016","Evandro Nunes","Armbar"
"1592275874-5894","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","Brandon Walensky","W","Armbar","Pan American","70KG","8F","2019","Jamil Hill-Taylor","Brandon Walensky"
"1592276293-7162","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","Gio. Dellamea","W","Pts: 13x0","Brazil Nat. Pro RJ","94KG","SF","2015","Ruan de Oliveira","null"
"1592275984-6187","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","Nathan Mendelsohn","W","Pts: 6x2","European Open","100KG","R1","2016","Cassio Francis","Nathan Mendelsohn"
"1592275973-6133","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jose Carlos","https://www.bjjheroes.com/?p=6801","Takahito Yoshioka","W","Pts: 4x2","World Pro","56KG","RR","2018","José Carlos Lima","null"
"1592275965-6025","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","Carlos Farias","L","Pts: 0x0, Adv","Pan American","O100","8F","2017","Max Gimenis","Carlos Farias"
"1592275874-5867","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","Gianni Grippo","L","Pts: 2x0","No Gi Pan Am.","67KG","F","2017","Jamil Hill-Taylor","Gianni Grippo"
"1592275700-5585","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Celso Vinicius","L","Pts: 3x0","ADCC","77KG","E1","2017","Enrico Cocco","Celso Vinicius"
"1592275947-5925","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Cassio Francis","L","Pts: 0x0, Adv","NoGi Pan Ams","97KG","F","2016","Fernando Reis","Cassio Francis"
"1592276293-7224","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","Thomas Keenan","W","Pts: 2x2, Adv","World Champ.","82KG","R2","2018","Ruan de Oliveira","null"
"1592276265-7013","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kevin","https://www.bjjheroes.com/?p=6368","Renan Borges","L","Points","Boston Spring Open","76KG","SF","2015","Kevin Mahecha","null"
"1592275947-5941","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Italo Vieira","W","N/A","Brasileiro NoGi","97KG","F","2017","Fernando Reis","null"
"1592276265-7078","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kevin","https://www.bjjheroes.com/?p=6368","Marcio Andre","L","Pts: 2x2, Adv","World Champ.","70KG","R2","2018","Kevin Mahecha","Marcio Andre"
